ID,position,team,goals_scored,saves_per_90,penalties_saved,own_goals,clean_sheets,saves,yellow_cards,red_cards,Goals,Wins,Losses,Goals Conceded,Tackles,Tackle success %,Interceptions,Recoveries,Duels won,Duels lost,Aerial battles won,Aerial battles lost,Assists,Passes,Big Chances Created,Cross accuracy %,Accurate long balls,Fouls,Headed goals,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Goals_Assists,Total_Contributions,Minutes_per_Goal,Minutes_per_Assist,Goals_Category,Assists_Category
354,1,12,14,0.0,0.0,0.0,4.0,0.0,1.0,0.0,27.0,22.0,3.0,11.0,6.0,0.53,2.0,34.0,33.0,30.0,5.0,6.0,5.0,381.0,6.0,0.0,6.0,18.0,4.0,121.0,59.0,0.49,34.0,0.0,32,32.0,46.214285714285715,215.66666666666666,5,1
355,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,11.0,11.0,0,0
356,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
357,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
358,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
359,2,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
360,3,12,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,21.0,2.0,11.0,39.0,0.53,9.0,34.0,33.0,30.0,5.0,6.0,8.0,786.0,5.0,0.0,6.0,15.0,0.0,55.0,19.0,0.35,1.0,0.0,11,11.0,173.25,77.0,1,2
361,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
362,3,13,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,11.0,22.0,0.64,6.0,37.0,41.0,41.0,6.0,9.0,0.0,203.0,0.0,0.29,6.0,10.0,0.0,5.0,1.0,0.2,0.0,0.0,1,1.0,198.5,397.0,1,0
363,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
364,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,11.0,10.0,0.53,1.0,34.0,33.0,30.0,5.0,6.0,1.0,167.0,1.0,0.0,6.0,5.0,0.0,10.0,4.0,0.4,0.0,0.0,2,2.0,0.0,0.0,1,1
365,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
366,3,13,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,10.0,11.0,18.0,0.72,4.0,86.0,25.0,52.0,2.0,7.0,2.0,754.0,3.0,0.26,33.0,7.0,0.0,13.0,4.0,0.31,0.0,0.0,3,3.0,304.0,202.66666666666666,1,1
367,3,13,1,0.0,0.0,0.0,5.0,0.0,2.0,0.0,7.0,16.0,14.0,11.0,22.0,0.53,18.0,34.0,33.0,30.0,5.0,6.0,4.0,834.0,6.0,0.0,6.0,20.0,1.0,100.0,28.0,0.28,7.0,0.0,11,11.0,110.25,176.4,2,1
368,3,13,1,0.0,0.0,0.0,5.0,0.0,2.0,0.0,7.0,16.0,14.0,11.0,22.0,0.53,18.0,34.0,33.0,30.0,5.0,6.0,4.0,834.0,6.0,0.0,6.0,20.0,1.0,100.0,28.0,0.28,7.0,0.0,11,11.0,110.25,176.4,2,1
369,3,13,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,11.0,3.0,1.0,0.0,10.0,13.0,16.0,2.0,4.0,0.0,37.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1.0,65.0,130.0,1,0
370,0,13,1,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,12.0,6.0,16.0,15.0,0.67,12.0,75.0,35.0,50.0,17.0,26.0,1.0,876.0,0.0,0.0,26.0,15.0,0.0,5.0,2.0,0.22,0.0,0.0,2,2.0,449.0,449.0,1,1
371,0,13,0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,11.0,7.0,29.0,24.0,0.71,25.0,78.0,103.0,53.0,69.0,19.0,2.0,1096.0,2.0,0.33,73.0,21.0,1.0,5.0,2.0,0.22,0.0,0.0,4,4.0,278.6666666666667,278.6666666666667,1,1
372,3,13,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,10.0,8.0,11.0,47.0,0.57,22.0,96.0,120.0,109.0,19.0,26.0,1.0,862.0,0.0,0.17,21.0,15.0,0.0,11.0,5.0,0.45,0.0,0.0,4,4.0,80.25,160.5,1,1
373,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
374,1,13,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,7.0,11.0,4.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,137.0,0.0,0.0,6.0,3.0,0.0,6.0,4.0,0.67,0.0,0.0,1,1.0,219.5,439.0,1,0
375,0,13,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,12.0,12.0,0.67,5.0,33.0,21.0,22.0,4.0,5.0,1.0,442.0,0.0,0.0,10.0,6.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,375.0,187.5,0,1
376,0,13,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,12.0,12.0,0.67,5.0,33.0,21.0,22.0,4.0,5.0,1.0,442.0,0.0,0.0,10.0,6.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,375.0,187.5,0,1
377,0,13,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,13.0,6.0,23.0,18.0,0.61,15.0,67.0,43.0,20.0,21.0,5.0,0.0,774.0,0.0,0.0,29.0,8.0,1.0,5.0,2.0,0.22,0.0,0.0,1,1.0,215.0,430.0,1,0
378,3,13,2,0.0,0.0,0.0,4.0,0.0,2.0,0.0,7.0,16.0,12.0,11.0,19.0,0.53,4.0,34.0,33.0,30.0,5.0,6.0,2.0,683.0,6.0,0.0,6.0,13.0,0.0,62.0,21.0,0.34,7.0,0.0,9,9.0,143.75,383.3333333333333,2,1
379,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,1.0,0.53,1.0,34.0,33.0,30.0,5.0,6.0,0.0,41.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,76.0,76.0,0,0
380,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
381,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,0,0
382,0,13,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,9.0,34.0,42.0,0.6,41.0,94.0,89.0,61.0,21.0,19.0,2.0,832.0,1.0,0.29,13.0,17.0,0.0,5.0,2.0,0.22,0.0,0.0,2,2.0,613.0,204.33333333333334,0,1
383,0,13,0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,8.0,13.0,28.0,58.0,0.48,21.0,96.0,119.0,88.0,20.0,29.0,4.0,646.0,6.0,0.26,23.0,14.0,0.0,5.0,2.0,0.22,0.0,0.0,4,4.0,408.0,81.6,0,1
384,1,13,0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,10.0,14.0,10.0,11.0,11.0,0.53,1.0,34.0,33.0,30.0,5.0,6.0,2.0,391.0,0.0,0.0,6.0,20.0,0.0,38.0,21.0,0.55,13.0,0.0,12,12.0,85.27272727272727,312.6666666666667,2,1
385,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,2.0,0.0,0.0,2.0,3.0,4.0,0.0,2.0,1.0,33.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0,1
386,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
387,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
388,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
389,3,13,0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,11.0,7.0,11.0,27.0,0.59,8.0,60.0,48.0,56.0,5.0,6.0,0.0,645.0,0.0,0.14,35.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,610.0,610.0,0,0
390,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
391,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,3.0,0.33,4.0,12.0,11.0,11.0,6.0,2.0,0.0,191.0,0.0,0.0,5.0,4.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,83.0,83.0,0,0
392,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
393,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
394,0,14,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,8.0,12.0,28.0,0.64,12.0,56.0,52.0,47.0,10.0,11.0,0.0,468.0,0.0,0.17,27.0,5.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,40.5,81.0,1,0
395,3,14,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,6.0,11.0,24.0,0.75,8.0,60.0,83.0,87.0,19.0,14.0,2.0,416.0,2.0,0.16,4.0,21.0,0.0,19.0,5.0,0.26,1.0,0.0,2,2.0,407.0,135.66666666666666,0,1
396,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
397,0,14,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,7.0,8.0,29.0,20.0,0.65,9.0,70.0,56.0,35.0,34.0,17.0,2.0,1015.0,2.0,0.0,44.0,9.0,2.0,5.0,2.0,0.22,0.0,0.0,4,4.0,168.33333333333334,168.33333333333334,1,1
398,3,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
399,2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
400,1,14,7,0.0,0.0,0.0,3.0,0.0,0.0,0.0,21.0,14.0,13.0,11.0,5.0,0.53,6.0,34.0,33.0,30.0,5.0,6.0,2.0,474.0,5.0,0.0,6.0,14.0,1.0,78.0,43.0,0.55,21.0,0.0,23,23.0,39.36363636363637,288.6666666666667,5,1
401,0,14,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,15.0,21.0,0.67,9.0,44.0,44.0,43.0,13.0,15.0,0.0,509.0,2.0,0.47,6.0,10.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,82.0,82.0,0,0
402,3,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
403,3,14,2,0.0,0.0,0.0,6.0,0.0,4.0,0.0,6.0,16.0,13.0,11.0,54.0,0.56,17.0,120.0,117.0,130.0,19.0,22.0,2.0,1209.0,5.0,0.32,44.0,24.0,0.0,41.0,15.0,0.37,7.0,0.0,8,8.0,144.85714285714286,338.0,2,1
404,3,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
405,0,14,0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,17.0,14.0,58.0,42.0,0.57,36.0,174.0,150.0,149.0,70.0,72.0,1.0,2106.0,2.0,0.38,185.0,38.0,1.0,5.0,2.0,0.22,0.0,0.0,5,5.0,308.6,771.5,1,1
406,3,14,1,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,3.0,11.0,7.0,1.0,2.0,20.0,17.0,19.0,1.0,0.0,0.0,267.0,0.0,0.36,7.0,9.0,0.0,3.0,2.0,0.67,1.0,0.0,1,1.0,218.5,437.0,1,0
407,3,14,1,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0,3.0,11.0,7.0,1.0,2.0,20.0,17.0,19.0,1.0,0.0,0.0,267.0,0.0,0.36,7.0,9.0,0.0,3.0,2.0,0.67,1.0,0.0,1,1.0,218.5,437.0,1,0
408,3,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,11.0,13.0,0.54,1.0,26.0,24.0,28.0,1.0,1.0,0.0,153.0,0.0,0.17,9.0,3.0,1.0,7.0,4.0,0.57,1.0,0.0,1,1.0,68.0,136.0,1,0
409,2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,31.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,0.22,0.0,4.0,0,0.0,0.0,0.0,0,0
410,0,14,0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,14.0,9.0,27.0,23.0,0.57,25.0,85.0,80.0,48.0,12.0,8.0,0.0,675.0,1.0,0.19,13.0,3.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,285.5,571.0,1,0
411,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,3.0,3.0,0,0
412,3,14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,9.0,11.0,33.0,0.64,8.0,78.0,58.0,52.0,11.0,12.0,3.0,524.0,3.0,0.18,18.0,5.0,0.0,13.0,3.0,0.23,1.0,0.0,4,4.0,257.5,128.75,1,1
413,1,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,24.0,24.0,0,0
414,1,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0,0
415,1,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0,0
416,2,15,0,3.23,0.0,0.0,2.0,42.0,1.0,0.0,0.0,4.0,8.0,28.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,473.0,0.0,0.0,138.0,0.0,0.0,5.0,2.0,0.22,0.0,55.0,0,0.0,1170.0,1170.0,0,0
417,3,15,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,6.0,16.0,11.0,18.0,0.53,7.0,34.0,33.0,30.0,5.0,6.0,1.0,647.0,4.0,0.0,6.0,14.0,0.0,38.0,20.0,0.53,2.0,0.0,9,9.0,43.333333333333336,195.0,2,1
418,3,15,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,9.0,19.0,11.0,33.0,0.53,8.0,34.0,33.0,30.0,5.0,6.0,9.0,644.0,14.0,0.0,6.0,9.0,1.0,54.0,23.0,0.43,10.0,0.0,14,14.0,197.16666666666666,118.3,1,2
419,3,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
420,1,15,4,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,6.0,11.0,11.0,9.0,0.53,1.0,34.0,33.0,30.0,5.0,6.0,3.0,172.0,2.0,0.0,6.0,9.0,1.0,22.0,11.0,0.5,4.0,0.0,9,9.0,94.85714285714286,166.0,2,1
421,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
422,3,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
423,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
424,3,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
425,3,15,1,0.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,9.0,19.0,11.0,36.0,0.67,17.0,179.0,197.0,222.0,61.0,70.0,10.0,1282.0,16.0,0.3,72.0,37.0,1.0,71.0,15.0,0.21,5.0,0.0,15,15.0,251.0,136.9090909090909,1,2
426,2,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
427,3,15,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,11.0,8.0,0.63,2.0,14.0,21.0,21.0,10.0,10.0,0.0,73.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,0.2,1.0,0.0,0,0.0,200.0,200.0,0,0
428,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
429,3,15,1,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,4.0,11.0,11.0,27.0,0.48,26.0,74.0,70.0,72.0,10.0,4.0,0.0,642.0,0.0,0.5,23.0,23.0,0.0,10.0,1.0,0.1,1.0,0.0,1,1.0,699.5,1399.0,1,0
430,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
431,3,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
432,0,15,0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,13.0,35.0,42.0,0.6,14.0,98.0,64.0,24.0,16.0,5.0,0.0,688.0,0.0,0.09,31.0,11.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,398.5,797.0,1,0
433,0,15,0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,13.0,35.0,42.0,0.6,14.0,98.0,64.0,24.0,16.0,5.0,0.0,688.0,0.0,0.09,31.0,11.0,0.0,5.0,2.0,0.22,0.0,0.0,1,1.0,398.5,797.0,1,0
434,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
435,1,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.53,0.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
436,0,15,1,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,12.0,29.0,26.0,0.54,14.0,57.0,54.0,48.0,25.0,15.0,3.0,446.0,3.0,0.34,17.0,17.0,1.0,5.0,2.0,0.22,0.0,0.0,4,4.0,458.0,229.0,1,1
437,0,15,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,8.0,7.0,0.71,3.0,18.0,21.0,16.0,12.0,10.0,0.0,161.0,0.0,0.0,12.0,3.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,437.0,437.0,0,0
438,0,15,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,8.0,7.0,0.71,3.0,18.0,21.0,16.0,12.0,10.0,0.0,161.0,0.0,0.0,12.0,3.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,437.0,437.0,0,0
439,3,15,0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,9.0,18.0,11.0,66.0,0.59,21.0,110.0,168.0,119.0,43.0,38.0,1.0,817.0,2.0,0.17,29.0,54.0,0.0,32.0,7.0,0.22,2.0,0.0,2,2.0,393.0,393.0,1,1
440,3,15,0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,9.0,18.0,11.0,66.0,0.59,21.0,110.0,168.0,119.0,43.0,38.0,1.0,817.0,2.0,0.17,29.0,54.0,0.0,32.0,7.0,0.22,2.0,0.0,2,2.0,393.0,393.0,1,1
441,2,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
442,2,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.53,3.0,34.0,33.0,30.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.22,0.0,0.0,0,0.0,0.0,0.0,0,0
443,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0
444,0,15,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,6.0,11.0,22.0,0.86,9.0,42.0,36.0,30.0,12.0,9.0,2.0,318.0,4.0,0.06,14.0,6.0,0.0,5.0,2.0,0.22,0.0,0.0,2,2.0,166.0,55.333333333333336,0,1
